Key,ParentId,Name,Channel,Channel Parent,Customer Since,Industry,Location,Sales Manager,Salesperson
C000213,C1000,Synergistic Networks International,Retail,Total Channel,8/25/2016,Agriculture,GB,Jim Halpert,Inez Santos
C000214,C1000,Agile Logistics Holdings,Private Label,Total Channel,2/3/2011,Manufacturing,GB,Don Draper,Mavis Carrillo
C000215,C1000,Collaborative Technologies Enterprises,Wholesale,Total Channel,7/2/2014,Construction,SA,Don Draper,Carrie Conrad
C000216,C1000,Quantum Solutions Industries,Private Label,Total Channel,10/13/2021,Technology,ZA,Ricky Roma,Jean Saheed
C000217,C1000,Driven Agencies Consulting,Distributor,Total Channel,9/11/2022,Technology,US-IL,Jim Halpert,Inez Santos
C000218,C1000,Profound Mechanisms Inc.,Distributor,Total Channel,12/22/2016,Finance,US-AZ,Ricky Roma,Celina Kaiser
C000219,C1000,Optimized Partners Holdings,Wholesale,Total Channel,4/1/2010,Retail,GB,Jim Halpert,Mollie Ahmed
C000220,C1000,Virtual Synthesis LLC,Wholesale,Total Channel,10/6/2021,Technology,AR,Saul Goodman,Kristy Mejia
C000221,C1000,Strategic Projects Holdings,Retail,Total Channel,11/28/2022,Manufacturing,CA-BC,Ricky Roma,Lakeisha Grimes
C000222,C1000,Global Concepts Partners,Retail,Total Channel,9/11/2017,Agriculture,FI,Jim Halpert,Lane Mccan
C000223,C1000,Advanced Tech Frameworks,Distributor,Total Channel,5/17/2018,Agriculture,FI,Saul Goodman,Mavis Carrillo
C000224,C1000,Intelligent Protocols Enterprises,Retail,Total Channel,8/3/2011,Retail,CA-ON,Don Draper,Inez Santos
C000225,C1000,Quantum Planning Solutions,Wholesale,Total Channel,1/13/2014,Construction,US-TX,Saul Goodman,Celina Kaiser
C000226,C1000,Progressive Fabrication Holdings,Wholesale,Total Channel,1/27/2013,Construction,DE,Don Draper,Eloise Villaneuva
C000227,C1000,Groundbreaking Innovations Group,Retail,Total Channel,10/30/2008,Construction,FR,Ricky Roma,Celina Kaiser
C000228,C1000,Unified Dynamics Consultants,Distributor,Total Channel,9/7/2013,Retail,FR,Don Draper,Shad Jensen
C000229,C1000,Advanced Strategies Enterprises,Retail,Total Channel,7/4/2020,Manufacturing,US-CA,Don Draper,Kirby Booth
C000230,C1000,Reliable Horizons Synergies,Private Label,Total Channel,2/29/2016,Retail,US-FL,Don Draper,Jacqueline Lo
C000231,C1000,Adaptive Productions Partners,Private Label,Total Channel,11/14/2023,Technology,US-FL,Saul Goodman,Shad Jensen
C000232,C1000,Visionary Fusion Group,Distributor,Total Channel,4/4/2017,Technology,US-FL,Ricky Roma,Eloise Villaneuva
C000233,C1000,Elevated Horizons Ltd.,Distributor,Total Channel,11/19/2011,Agriculture,US-IL,Don Draper,Deandre Rushubak
C000234,C1000,Unified Architecture Solutions,Private Label,Total Channel,1/1/2014,Retail,FR,Don Draper,Shad Jensen
C000235,C1000,Strategic Operations Industries,Wholesale,Total Channel,8/11/2020,Construction,US-IL,Ricky Roma,Inez Santos
C000236,C1000,Stellar Enterprises Industries,Private Label,Total Channel,1/23/2021,Construction,AR,Jim Halpert,Matt Lew
C000237,C1000,Advanced Nexus Holdings,Distributor,Total Channel,5/7/2021,Agriculture,GB,Saul Goodman,Christa Peters
C000238,C1000,Profound Systems Synergies,Private Label,Total Channel,9/2/2015,Construction,AU,Saul Goodman,Eloise Villaneuva
C000239,C1000,Agile Engineering Ventures,Private Label,Total Channel,6/20/2008,Retail,FI,Saul Goodman,Clarita Kiefer
C000240,C1000,Noble Concepts Group,Wholesale,Total Channel,12/19/2014,Agriculture,IN,Jim Halpert,Mikel Perez
C000241,C1000,Infinite Synthesis Inc.,Retail,Total Channel,11/11/2008,Agriculture,FI,Don Draper,Inez Santos
C000242,C1000,Bold Matrix Analytics,Distributor,Total Channel,8/26/2019,Agriculture,US-FL,Don Draper,Jonathan Wong
C000243,C1000,Quantum Holdings Holdings,Private Label,Total Channel,8/21/2008,Finance,US-FL,Ricky Roma,Celina Kaiser
C000244,C1000,Groundbreaking Operations Solutions,Private Label,Total Channel,5/15/2019,Construction,GB,Saul Goodman,Mikel Perez
C000245,C1000,Elevated Engineering Ventures,Wholesale,Total Channel,10/30/2019,Retail,FI,Ricky Roma,Mavis Carrillo
C000246,C1000,Premier Enterprises Industries,Private Label,Total Channel,3/31/2010,Retail,GB,Jim Halpert,Jackie Chow
C000247,C1000,Innovative Planning Enterprises,Private Label,Total Channel,2/2/2008,Agriculture,AU,Ricky Roma,Deandre Rushubak
C000248,C1000,Advanced Analytics Solutions,Private Label,Total Channel,2/17/2017,Technology,SA,Saul Goodman,Jean Saheed
C000249,C1000,Groundbreaking Ventures Technologies,Wholesale,Total Channel,3/6/2019,Agriculture,AR,Saul Goodman,Jonathan Wong
C000250,C1000,Bold Engineering Consultants,Distributor,Total Channel,6/4/2013,Technology,SE,Ricky Roma,Jonathan Wong
C000251,C1000,Vibrant Solutions Ventures,Retail,Total Channel,3/29/2021,Retail,AR,Don Draper,Clarita Kiefer
C000252,C1000,Modern Projects Innovations,Distributor,Total Channel,5/18/2018,Manufacturing,US-FL,Saul Goodman,Christa Peters
C000253,C1000,Hyper Nexus Enterprises,Private Label,Total Channel,9/25/2008,Technology,ZA,Don Draper,Clarita Kiefer
C000254,C1000,Streamlined Networks Ventures,Wholesale,Total Channel,10/29/2013,Retail,FI,Don Draper,Inez Santos
C000255,C1000,Future Matrix International,Wholesale,Total Channel,3/25/2019,Technology,FI,Jim Halpert,Jacqueline Lo
C000256,C1000,Modern Holdings Holdings,Wholesale,Total Channel,11/16/2013,Retail,US-IL,Jim Halpert,Mikel Perez
C000257,C1000,Innovative Protocols Group,Wholesale,Total Channel,10/15/2008,Construction,CA-ON,Don Draper,Kirby Booth
C000258,C1000,Vast Nexus Enterprises,Private Label,Total Channel,9/11/2010,Agriculture,FI,Ricky Roma,Shad Jensen
C000259,C1000,Groundbreaking Concepts Global,Distributor,Total Channel,12/29/2019,Agriculture,US-CA,Ricky Roma,Jean Saheed
C000260,C1000,Hyper Solutions Dynamics,Wholesale,Total Channel,7/24/2013,Manufacturing,GB,Saul Goodman,Mikel Perez
C000261,C1000,Modern Concepts Solutions,Retail,Total Channel,11/26/2022,Construction,ZA,Don Draper,Jean Saheed
C000262,C1000,Superior Strategies Solutions,Retail,Total Channel,6/10/2009,Retail,CA-BC,Jim Halpert,Kristy Mejia
C000263,C1000,Profound Tech Consulting,Distributor,Total Channel,1/6/2010,Retail,US-IL,Saul Goodman,Jacqueline Lo
C000264,C1000,Optimized Mechanisms Development,Private Label,Total Channel,1/4/2022,Technology,AR,Saul Goodman,Jean Saheed
C000265,C1000,Adaptive Tech Ventures,Distributor,Total Channel,1/7/2018,Construction,SA,Ricky Roma,Inez Santos
C000266,C1000,Brilliant Enterprises Technologies,Retail,Total Channel,11/23/2017,Agriculture,CA-ON,Ricky Roma,Lane Mccan
C000267,C1000,Dynamic Enterprises Holdings,Distributor,Total Channel,6/17/2020,Technology,SE,Jim Halpert,Mavis Carrillo
C000268,C1000,Turbo Dynamics Co.,Retail,Total Channel,8/25/2014,Manufacturing,SE,Ricky Roma,Mollie Ahmed
C000269,C1000,Robust Research Synergies,Wholesale,Total Channel,12/1/2009,Retail,SA,Ricky Roma,Jackie Chow
C000270,C1000,Elevated Matrix Holdings,Private Label,Total Channel,5/12/2011,Technology,IN,Saul Goodman,Celina Kaiser
C000271,C1000,Superior Industries Synergies,Private Label,Total Channel,5/9/2018,Finance,FR,Don Draper,Jean Saheed
C000272,C1000,Intelligent Ventures Solutions,Private Label,Total Channel,7/2/2016,Finance,US-IL,Jim Halpert,Mikel Perez
C000273,C1000,Comprehensive Innovations Network,Distributor,Total Channel,5/26/2011,Finance,US-CA,Don Draper,Carrie Conrad
C000274,C1000,Brilliant Structures Solutions,Retail,Total Channel,3/25/2015,Technology,US-CA,Don Draper,Mavis Carrillo
C000275,C1000,NextGen Global Holdings,Retail,Total Channel,2/7/2021,Agriculture,SE,Jim Halpert,Clarita Kiefer
C000276,C1000,Infinite Labs Solutions,Retail,Total Channel,9/15/2023,Construction,AU,Ricky Roma,Mollie Ahmed
C000277,C1000,Advanced Mechanisms Resources,Wholesale,Total Channel,5/2/2013,Technology,US-NY,Ricky Roma,Jonathan Wong
C000278,C1000,Energetic Creations Group,Wholesale,Total Channel,4/19/2019,Finance,SA,Jim Halpert,Kristy Mejia
C000279,C1000,Elevated Holdings Consulting,Retail,Total Channel,12/30/2008,Manufacturing,AU,Saul Goodman,Eloise Villaneuva
C000280,C1000,Reliable Development Enterprises,Distributor,Total Channel,4/22/2020,Construction,IN,Don Draper,Jackie Chow
C000281,C1000,Elite Focus Technologies,Retail,Total Channel,2/12/2022,Agriculture,AR,Don Draper,Clarita Kiefer
C000282,C1000,Quantum Labs Holdings,Distributor,Total Channel,12/29/2008,Finance,US-IL,Saul Goodman,Jacqueline Lo
C000283,C1000,Empowered Operations Solutions,Distributor,Total Channel,8/3/2021,Technology,CA-ON,Don Draper,Clarita Kiefer
C000284,C1000,Comprehensive Protocols Partners,Distributor,Total Channel,5/1/2015,Agriculture,IN,Jim Halpert,Jean Saheed
C000285,C1000,Elite Designs Solutions,Retail,Total Channel,4/19/2011,Construction,AR,Don Draper,Mavis Carrillo
C000286,C1000,Elevated Ventures Technologies,Retail,Total Channel,11/19/2018,Manufacturing,US-AZ,Don Draper,Jackie Chow
C000287,C1000,Streamlined Logistics Solutions,Retail,Total Channel,5/2/2011,Construction,SA,Ricky Roma,Inez Santos
C000288,C1000,Comprehensive Tech Development,Wholesale,Total Channel,7/4/2010,Technology,US-NY,Ricky Roma,Mollie Ahmed
C000289,C1000,Superior Structures Partners,Distributor,Total Channel,6/4/2013,Manufacturing,US-TX,Don Draper,Matt Lew
C000290,C1000,Brilliant Protocols Solutions,Distributor,Total Channel,9/9/2021,Agriculture,DE,Ricky Roma,Lane Mccan
C000291,C1000,Adaptive Enterprises Partners,Retail,Total Channel,11/27/2011,Construction,SE,Jim Halpert,Deandre Rushubak
C000292,C1000,Velocity Dynamics International,Private Label,Total Channel,3/20/2022,Technology,DE,Don Draper,Kirby Booth
C000293,C1000,Advanced Systems Technologies,Distributor,Total Channel,11/12/2012,Construction,US-CA,Jim Halpert,Eloise Villaneuva
C000294,C1000,Revolutionary Research Ltd.,Retail,Total Channel,6/22/2022,Retail,SE,Saul Goodman,Jean Saheed
C000295,C1000,Streamlined Analytics Group,Retail,Total Channel,6/15/2015,Finance,AR,Don Draper,Matt Lew
C000296,C1000,Energetic Concepts Solutions,Retail,Total Channel,11/11/2012,Retail,US-NY,Ricky Roma,Kristy Mejia
C000297,C1000,Cutting-Edge Labworks Partners,Retail,Total Channel,12/21/2016,Manufacturing,US-IL,Don Draper,Mollie Ahmed
C000298,C1000,Stellar Resources Enterprises,Distributor,Total Channel,1/13/2018,Retail,US-NY,Don Draper,Mavis Carrillo
C000299,C1000,Elevated Consulting Holdings,Retail,Total Channel,2/27/2008,Agriculture,CA-BC,Saul Goodman,Shad Jensen
C000300,C1000,Hyper Nexus Solutions,Retail,Total Channel,3/12/2023,Agriculture,US-CA,Jim Halpert,Jackie Chow
C000301,C1000,Adaptive Solutions Ltd.,Distributor,Total Channel,8/15/2013,Technology,GB,Jim Halpert,Mollie Ahmed
C000302,C1000,Advanced Holdings Industries,Retail,Total Channel,3/6/2013,Retail,SE,Jim Halpert,Kirby Booth
C000303,C1000,Global Nexus Enterprises,Private Label,Total Channel,3/3/2014,Manufacturing,DE,Jim Halpert,Kirby Booth
C000304,C1000,Innovative Agencies Analytics,Retail,Total Channel,11/18/2010,Agriculture,BR,Saul Goodman,Mikel Perez
C000305,C1000,Expansive Structures Co.,Wholesale,Total Channel,4/12/2021,Retail,DE,Don Draper,Jacqueline Lo
C000306,C1000,Brilliant Horizons Dynamics,Distributor,Total Channel,2/28/2014,Construction,AU,Jim Halpert,Mollie Ahmed
C000307,C1000,Revolutionary Horizons Partners,Wholesale,Total Channel,12/2/2008,Technology,US-FL,Jim Halpert,Christa Peters
C000308,C1000,Reliable Connections Works,Wholesale,Total Channel,8/8/2011,Manufacturing,GB,Jim Halpert,Lane Mccan
C000309,C1000,Brilliant Logistics Technologies,Wholesale,Total Channel,11/29/2016,Retail,FI,Jim Halpert,Jackie Chow
C000310,C1000,Agile Operations Consultants,Private Label,Total Channel,2/8/2011,Finance,US-TX,Jim Halpert,Mollie Ahmed
C000311,C1000,Superior Labs Group,Wholesale,Total Channel,9/13/2011,Retail,US-TX,Saul Goodman,Matt Lew
C000312,C1000,Turbo Fabrication Solutions,Wholesale,Total Channel,5/30/2010,Retail,DE,Saul Goodman,Deandre Rushubak
C000313,C1000,Collaborative Architecture Holdings,Private Label,Total Channel,7/9/2008,Technology,DE,Saul Goodman,Christa Peters
C000314,C1000,Reliable Ventures Frameworks,Wholesale,Total Channel,5/12/2020,Finance,US-CA,Jim Halpert,Celina Kaiser
C000315,C1000,Bold Productions Solutions,Private Label,Total Channel,10/13/2020,Agriculture,FR,Don Draper,Mavis Carrillo
C000316,C1000,Comprehensive Concepts Enterprises,Wholesale,Total Channel,7/21/2016,Retail,US-NY,Saul Goodman,Lane Mccan
C000317,C1000,Visionary Ventures Solutions,Retail,Total Channel,7/23/2011,Agriculture,US-IL,Don Draper,Shad Jensen
C000318,C1000,Revolutionary Operations Partners,Retail,Total Channel,3/20/2010,Agriculture,FI,Ricky Roma,Lane Mccan
C000319,C1000,Digital Labworks International,Private Label,Total Channel,6/9/2009,Technology,ZA,Ricky Roma,Clarita Kiefer
C000320,C1000,Hyper Connections Network,Distributor,Total Channel,12/20/2010,Finance,SE,Saul Goodman,Matt Lew
C000321,C1000,Modern Networks Solutions,Wholesale,Total Channel,12/17/2013,Technology,SE,Jim Halpert,Christa Peters
C000322,C1000,Strategic Labworks Corporation,Distributor,Total Channel,11/4/2017,Manufacturing,SE,Saul Goodman,Shad Jensen
C000323,C1000,Profound Logistics Consortium,Private Label,Total Channel,11/1/2016,Retail,CA-ON,Don Draper,Deandre Rushubak
C000324,C1000,Intelligent Consulting Ltd.,Distributor,Total Channel,3/14/2020,Finance,US-AZ,Saul Goodman,Kristy Mejia
C000325,C1000,Turbo Designs Holdings,Retail,Total Channel,3/5/2011,Agriculture,US-CA,Saul Goodman,Lane Mccan
C000326,C1000,Superior Labs Frameworks,Wholesale,Total Channel,7/4/2014,Agriculture,CA-ON,Ricky Roma,Mikel Perez
C000327,C1000,Robust Focus Group,Retail,Total Channel,9/5/2019,Agriculture,BR,Saul Goodman,Mikel Perez
C000328,C1000,Dynamic Logistics International,Wholesale,Total Channel,4/21/2019,Technology,IN,Ricky Roma,Jackie Chow
C000329,C1000,Profound Ventures Solutions,Retail,Total Channel,2/6/2019,Retail,FI,Saul Goodman,Deandre Rushubak
C000330,C1000,Infinite Labworks Enterprises,Wholesale,Total Channel,2/24/2021,Construction,US-FL,Ricky Roma,Jackie Chow
C000331,C1000,Quantum Initiatives Corporation,Private Label,Total Channel,6/1/2023,Agriculture,AU,Saul Goodman,Carrie Conrad
C000332,C1000,Profound Productions Holdings,Distributor,Total Channel,9/29/2018,Technology,FR,Saul Goodman,Inez Santos
C000333,C1000,Elevated Strategies Consulting,Retail,Total Channel,12/19/2018,Construction,FI,Don Draper,Lakeisha Grimes
C000334,C1000,Comprehensive Solutions Partners,Wholesale,Total Channel,4/4/2010,Finance,AR,Saul Goodman,Mikel Perez
C000335,C1000,Pioneering Ventures Solutions,Retail,Total Channel,10/8/2020,Retail,FI,Saul Goodman,Jackie Chow
C000336,C1000,Digital Matrix Global,Distributor,Total Channel,2/3/2008,Retail,ZA,Saul Goodman,Kirby Booth
C000337,C1000,Pioneering Industries Consortium,Wholesale,Total Channel,5/8/2020,Technology,CA-AB,Don Draper,Jean Saheed
C000338,C1000,Turbo Logistics Development,Private Label,Total Channel,12/12/2011,Retail,US-IL,Ricky Roma,Eloise Villaneuva
C000339,C1000,Innovative Structures Holdings,Wholesale,Total Channel,4/19/2009,Finance,US-TX,Don Draper,Lakeisha Grimes
C000340,C1000,Innovative Networks Consultants,Wholesale,Total Channel,3/13/2016,Technology,AU,Saul Goodman,Carrie Conrad
C000341,C1000,Superior Solutions Dynamics,Distributor,Total Channel,12/1/2014,Retail,ZA,Don Draper,Kristy Mejia
C000342,C1000,Streamlined Ventures Solutions,Wholesale,Total Channel,3/22/2021,Finance,DE,Don Draper,Lakeisha Grimes
C000343,C1000,High-Tech Ventures Innovations,Retail,Total Channel,2/15/2014,Finance,IN,Ricky Roma,Jacqueline Lo
C000344,C1000,Unified Systems Consortium,Distributor,Total Channel,7/7/2018,Finance,SA,Jim Halpert,Jackie Chow
C000345,C1000,Elevated Systems Holdings,Private Label,Total Channel,8/24/2012,Technology,FI,Don Draper,Inez Santos
C000346,C1000,Noble Structures Frameworks,Private Label,Total Channel,12/14/2018,Construction,AU,Don Draper,Jonathan Wong
C000347,C1000,Revolutionary Solutions Partners,Wholesale,Total Channel,12/17/2010,Manufacturing,DE,Jim Halpert,Eloise Villaneuva
C000348,C1000,Superior Synthesis Holdings,Private Label,Total Channel,5/29/2016,Finance,US-FL,Don Draper,Mavis Carrillo
C000349,C1000,Infinite Fusion Co.,Retail,Total Channel,7/20/2009,Technology,US-IL,Don Draper,Celina Kaiser
C000350,C1000,Strategic Holdings Enterprises,Wholesale,Total Channel,7/3/2010,Retail,SE,Ricky Roma,Mollie Ahmed
C000351,C1000,Strategic Enterprises Ventures,Distributor,Total Channel,8/9/2012,Finance,US-IL,Ricky Roma,Mikel Perez
C000352,C1000,Progressive Architecture Solutions,Distributor,Total Channel,11/19/2012,Retail,DE,Ricky Roma,Inez Santos
C000353,C1000,Driven Industries Solutions,Wholesale,Total Channel,12/17/2011,Finance,ZA,Saul Goodman,Carrie Conrad
C000354,C1000,Digital Consulting Solutions,Private Label,Total Channel,11/2/2012,Retail,US-AZ,Saul Goodman,Carrie Conrad
C000355,C1000,Optimized Resources Consulting,Retail,Total Channel,2/12/2016,Retail,US-IL,Don Draper,Matt Lew
C000356,C1000,Infinite Dynamics Solutions,Retail,Total Channel,1/18/2012,Finance,FI,Jim Halpert,Celina Kaiser
C000357,C1000,Elite Tech Group,Distributor,Total Channel,9/8/2012,Finance,AU,Jim Halpert,Jonathan Wong
C000358,C1000,Virtual Analytics Innovations,Retail,Total Channel,1/31/2008,Agriculture,AR,Jim Halpert,Mavis Carrillo
C000359,C1000,Modern Dynamics Consulting,Wholesale,Total Channel,8/21/2023,Technology,CA-BC,Jim Halpert,Celina Kaiser
C000360,C1000,Premier Fusion Enterprises,Private Label,Total Channel,10/23/2009,Retail,US-IL,Jim Halpert,Mollie Ahmed
C000361,C1000,Evolving Horizons Ventures,Wholesale,Total Channel,6/20/2023,Technology,DE,Ricky Roma,Celina Kaiser
C000362,C1000,Quantum Consulting Solutions,Retail,Total Channel,11/11/2013,Finance,IN,Saul Goodman,Lane Mccan
C000363,C1000,Profound Management Synergies,Retail,Total Channel,1/5/2019,Construction,AR,Don Draper,Jackie Chow
C000364,C1000,Advanced Tech Solutions,Wholesale,Total Channel,1/13/2020,Manufacturing,IN,Don Draper,Carrie Conrad
C000365,C1000,Groundbreaking Horizons Resources,Distributor,Total Channel,2/4/2022,Finance,SA,Saul Goodman,Jean Saheed
C000366,C1000,Optimized Concepts International,Wholesale,Total Channel,6/29/2019,Finance,US-CA,Saul Goodman,Mollie Ahmed
C000367,C1000,Brilliant Designs Enterprises,Private Label,Total Channel,3/19/2012,Finance,US-IL,Don Draper,Mavis Carrillo
C000368,C1000,Adaptive Nexus Holdings,Private Label,Total Channel,3/30/2010,Finance,AU,Don Draper,Christa Peters
C000369,C1000,Advanced Ventures Inc.,Wholesale,Total Channel,7/29/2009,Manufacturing,US-IL,Don Draper,Matt Lew
C000370,C1000,Evolving Concepts Frameworks,Retail,Total Channel,7/6/2021,Construction,SE,Jim Halpert,Matt Lew
C000371,C1000,Vast Partners Works,Retail,Total Channel,10/18/2016,Agriculture,ZA,Saul Goodman,Clarita Kiefer
C000372,C1000,Reliable Creations Development,Retail,Total Channel,4/13/2016,Manufacturing,FI,Ricky Roma,Mavis Carrillo
C000373,C1000,High-Tech Operations Enterprises,Distributor,Total Channel,10/7/2016,Retail,CA-AB,Don Draper,Jonathan Wong
C000374,C1000,Velocity Dynamics Dynamics,Retail,Total Channel,3/12/2021,Retail,CA-AB,Saul Goodman,Shad Jensen
C000375,C1000,Driven Agencies Global,Distributor,Total Channel,1/29/2008,Agriculture,SE,Don Draper,Lane Mccan
C000376,C1000,Innovative Protocols Dynamics,Wholesale,Total Channel,2/11/2019,Construction,US-AZ,Jim Halpert,Clarita Kiefer
C000377,C1000,Noble Operations Resources,Distributor,Total Channel,8/8/2015,Technology,US-TX,Don Draper,Jonathan Wong
C000378,C1000,High-Tech Development Partners,Private Label,Total Channel,4/1/2022,Technology,IN,Jim Halpert,Eloise Villaneuva
C000379,C1000,Superior Nexus Holdings,Retail,Total Channel,7/27/2013,Finance,ZA,Jim Halpert,Jackie Chow
